,0,1,2,3,4,5,6,8,9,0,1,2,3,4,5,6,8,9,0,1,3,4,5,7,8,10,11
Substation,Anarmani,Damak,Godak,Inaruwa,Kabeli/Amapur,Kusaha,Lahan,Phidim,Rupani,Anarmani,Damak,Godak,Inaruwa,Kabeli/Amapur,Kusaha,Lahan,Phidim,Rupani,Anarmani,Damak,Godak,Inaruwa,Kabeli (Amarpur),Kusaha,Lahan,Phidim,Rupani
training_data_1,42.41674711854692,21.36209481833501,8.007281428323498,17.149074332568897,2.627481469493777,9.142593374325378,13.882863008970043,1.808802327840994,14.634490022067567,18.71256731545896,11.419547025353685,4.32713943903602,8.202357398682512,1.5013847364197936,3.6684674174488316,5.767386836904913,0.8290365091114774,6.426545536402812,1.0,0.995796,1.0,0.991909,0.99989,0.98643,0.992176,1.0,0.98497
training_data_2,39.22186808538264,21.617459630934068,7.90037027753188,16.129788344976923,2.7341432626443867,8.84769503540614,13.22774971455195,1.786703913155664,14.442821109101597,16.95096772023399,8.740988258525416,3.8683312819442026,6.703874961895482,1.2606601565959643,3.9965908189343677,6.35257248510192,0.8778707543951524,6.299855753205536,1.0,0.996506,1.0,0.992116,0.999932,0.986416,0.992084,1.0,0.984852
training_data_3,41.11566334097377,21.017770370067094,7.857780131903296,16.8630760193432,2.626526124495169,9.17484433884374,13.275903666048237,1.8750107544152164,14.834103111312077,15.549314502936866,11.543728642135408,4.428648276866139,8.675626125259276,1.0372932392301384,3.799894311264538,5.587630128537219,0.845073387002148,7.6017129920444155,1.0,0.995709,1.0,0.991702,0.999975,0.986116,0.991835,1.0,0.984602
training_data_4,41.54783939847722,20.462775114883,7.874910670740075,17.120800264301668,2.6853806691253084,9.16222928214988,13.864535331691664,1.7651407059765631,15.001392930628484,19.709348091148424,10.066019620043885,3.850116250270755,7.549455718642388,1.4134734834604283,4.088733887488257,5.669696283581631,0.8583368354223709,6.548517445547356,1.0,0.996186,1.0,0.991995,0.999905,0.986396,0.992155,1.0,0.984948
training_data_5,42.073534116638015,19.80472514746026,8.008240028549713,17.2692564815945,2.6900464496526846,8.755518447829603,13.914268776103834,1.8576852892538092,14.695567495603465,18.825094050044378,10.336136944100557,4.0376415920708055,8.91632211308867,1.265063269320439,3.5415917915497954,6.5727670584539615,0.8355157284888728,7.168356285191787,1.0,0.996008,1.0,0.991666,0.999932,0.986121,0.991704,1.0,0.984496
training_data_6,40.14870990223728,19.752755142959515,7.990012776347945,16.196197574665234,2.6753133596219043,9.279660666654086,13.685121681432975,1.8429822267923408,15.531290629330737,17.286895260724425,10.134617093380687,4.439467407895715,8.129556849727368,1.2823579605852984,4.238528963249857,6.206819397197412,0.7044042154790543,7.89499916802881,1.0,0.996166,1.0,0.991743,0.999929,0.985975,0.991564,1.0,0.984346
training_data_7,39.725576259582596,21.667778904730433,7.872063774959721,16.553872128600226,2.620378954277361,8.931741859449485,13.793226540404069,1.8174724523954569,14.64947578630604,20.320584529936426,10.819509697335956,3.832862087488178,9.05742149421826,1.2849953954882807,5.182268332571974,5.780740656000142,0.7242818560222039,7.36531496556295,1.0,0.995831,1.0,0.991425,0.99993,0.985595,0.991608,1.0,0.984394
training_data_8,40.983628917454446,21.089064620122837,7.922177465532607,16.424181452483953,2.7098076134167024,8.892482696632605,13.792091459198458,1.8360237090691252,14.311281568631673,19.937702306092444,10.52214970140437,4.052320225389889,7.885409404741162,1.436046647504791,3.6546600063991406,7.7541795176732045,0.7267740521163631,6.4421904590168735,1.0,0.996135,1.0,0.991828,0.9999,0.98614,0.991617,1.0,0.984404
training_data_9,41.21606040345301,20.74947740816019,8.037866685067922,16.482640345544212,2.608865738674919,8.881876680175202,13.665948900976838,1.8114676240686476,14.64969375810488,18.36322233193485,9.821744695042618,2.7731369323481596,7.675640317561387,1.3651527504453393,4.274052723488473,6.384780179689104,1.025166567639121,7.73674039819745,1.0,0.996266,1.0,0.991788,0.999915,0.985971,0.991561,1.0,0.984342
training_data_10,39.71049200630578,20.339948534026806,7.925774001398789,17.13580259506382,2.6474948483343774,9.006173453283395,13.758126395272075,1.8255225176444745,14.468401185894365,23.366803484675575,11.698797497827387,3.3947493151618384,7.773825592454554,1.264538441857552,4.949941755752933,8.47906440229334,0.6908035713386761,6.8895842422423925,1.0,0.995665,1.0,0.991563,0.999933,0.985498,0.991083,1.0,0.983864
training_data_11,41.90966487074995,20.943165559801976,8.1354675567694,16.9694479911636,2.5341799687169084,9.188778250729367,13.678608190384418,1.8239478150345936,14.741277085375025,22.76527624091107,9.91083319159367,4.832695141625317,9.474446620673907,1.3538181936935276,5.220188561293836,5.129258210568174,0.8984469614850827,6.2352791116238215,1.0,0.996093,1.0,0.991451,0.999919,0.985797,0.992085,1.0,0.98487
training_data_12,41.69782618076562,20.890479682820416,7.676741065247868,16.411416195141527,2.6588040079008963,8.92197653160728,13.847499291302139,1.8368232140448795,14.988991007690531,20.663364716010122,10.882788224085196,2.809833747091745,7.16164988825177,1.3141675119158118,3.983898890426479,6.542386703267865,0.840096727489089,6.349334407249115,1.0,0.995784,1.0,0.992052,0.999924,0.98639,0.992007,1.0,0.984798
training_data_13,39.605764280087726,20.3292098926904,8.13543183511535,16.24219840321137,2.7396828489996845,9.119397363267328,13.663571656882137,1.838099313677459,14.839286050021949,20.513205546200634,10.049879357157238,3.825646043593219,7.756251155302042,1.3509473546323125,3.955042134707255,6.850816246076618,1.082815708706884,6.380968531127207,1.0,0.996111,1.0,0.991897,0.999915,0.986232,0.991868,1.0,0.984651
training_data_14,40.675434544635685,21.02051646359611,8.063196082981252,16.881426921611357,2.6282020275054854,9.001141573886693,13.439933674714393,1.8737332430866238,14.681088736889983,16.5572727696325,11.947084839606328,3.836616229217237,7.380346943904753,1.430706616847865,4.511151710588235,5.725224384082443,0.9311889072451688,7.738156019900065,1.0,0.995552,1.0,0.991846,0.999903,0.986017,0.991729,1.0,0.984502
training_data_15,41.07802080521079,20.08400878817652,7.9567982159885124,17.180891842252816,2.6835816170738345,9.218244859353753,14.122096527423338,1.8542506637237675,15.224837417717174,19.674374242941557,9.914541607601807,3.268159359053154,9.076085290452246,1.0939171605461735,4.439278605844246,6.993303183653783,0.8666664389279077,7.093857964533529,1.0,0.996282,1.0,0.991505,0.999963,0.985764,0.991468,1.0,0.984265
training_data_16,40.5857858918781,20.37596207300815,8.087465766855852,16.63113711761189,2.5892787506201937,8.894499149257612,13.915604026212229,1.8329206945394276,14.286603001860078,19.0244869926304,11.123397763856921,4.383183905521554,8.98004031781544,1.2014503101042515,4.92320274023736,7.078128723306872,0.817350400400754,7.080328632665336,1.0,0.995764,1.0,0.991401,0.999946,0.985523,0.991355,1.0,0.984144
training_data_17,41.94549355890941,20.796226900563763,8.046369578478808,16.615643681370553,2.549988993612542,8.926157028082258,13.508226788716152,1.80768444618797,14.64175789115449,18.66564102021566,11.244477131599012,4.727386040730731,7.765406356720204,1.4186001962211996,4.274041732178966,6.555823118320232,0.8681058123284171,8.408671454242088,1.0,0.99581,1.0,0.9917,0.999906,0.985806,0.99131,1.0,0.984082
training_data_18,41.010895683885515,21.082553283415304,7.785259844696332,16.839154424313016,2.5190603384765313,9.144357024222613,13.909676375341833,1.8321933241060815,15.150539618010361,16.6603791185879,11.334019836099351,3.9913390302449345,8.780831804553465,1.1542383012248851,4.322096684975494,6.606843997236737,0.9745696478224035,6.604328067620327,1.0,0.995695,1.0,0.991639,0.999955,0.985976,0.991755,1.0,0.984547
training_data_19,41.897248522413506,21.02136717732069,8.21485143192811,17.303349731711943,2.618626351630416,8.685971198192702,13.607851681819323,1.8669943287029802,14.74960956230863,20.46541117691925,9.860034391300553,4.606122142429683,9.531938908665149,1.1184108476981258,4.1282685911710955,6.646042535557266,0.9890593312029157,7.216705283439088,1.0,0.996274,1.0,0.991421,0.99996,0.985773,0.991533,1.0,0.984311
training_data_20,40.230482662457796,19.638301836150138,7.924996988345506,16.625062412448873,2.742781997701996,9.232626149456067,13.274720989758764,1.8597054103083166,14.418699713368945,19.97546723595628,10.885508664709851,3.5530852983361174,7.380405073103975,1.5498366085269883,5.040668363506555,7.187985135125717,0.9212381554940984,7.782995563293219,1.0,0.995801,1.0,0.991645,0.999879,0.985553,0.991204,1.0,0.983966
training_data_21,40.99293687513797,20.31433718134275,7.803227125025589,16.505197918525656,2.741576184017101,8.714970962298251,13.645922915665377,1.8262489647753222,14.95136171142101,18.923136130562153,10.44757029738067,3.7216596719823714,9.397727387268036,1.2164500821802198,4.514950545597212,7.290786586703178,0.9820603086194676,7.669738638039582,1.0,0.996022,1.0,0.991333,0.99994,0.985499,0.991173,1.0,0.98395
training_data_22,40.1293526184173,20.036072093229876,7.931709152302771,16.3885929845163,2.6739854445494338,8.999030536108776,13.759748172685367,1.9066467391479713,15.032038578629754,20.00357180160328,9.799780922396366,3.704487682391281,9.549814911575481,1.2561683544936295,4.841712109380349,6.148584578200641,1.0065558339427998,8.6650027822837,1.0,0.996126,1.0,0.991274,0.999934,0.985395,0.991157,1.0,0.983939
training_data_23,40.128578441944185,20.038840800564106,7.929822483945052,16.349265334292205,2.5925781888716153,9.090892599509596,14.140721307780472,1.9028947304141837,14.774853658570635,18.239285154896358,10.116239737981426,3.9026554961306332,7.268473685608672,1.1416572671376788,4.733590657419189,6.181565371568654,1.0463696700813958,6.782101364248506,1.0,0.996102,1.0,0.991915,0.999956,0.9861,0.99186,1.0,0.984661
training_data_24,40.363565267667404,19.94317623151642,7.877098700083433,16.765572519199576,2.6717217590416253,9.285955978408632,13.450190999374438,1.8314344866997578,14.742170090667496,18.464903469005723,9.293946830320218,4.019890167234682,7.172251975871174,1.2100181104954577,4.399834323730625,5.752685350702494,0.8821752216438896,7.423738978267982,1.0,0.996629,1.0,0.991936,0.999942,0.986141,0.991845,1.0,0.98462
training_data_25,40.96098628585605,20.916758393821414,7.772043484760005,16.673168668194947,2.606087862223395,8.7828699664014,13.523522143072595,1.7988235521010698,15.347398313811443,19.503757308793322,10.593929335200889,3.748583739461258,7.71807963053377,1.3814081384327936,4.051217416700355,6.2006010030329355,0.8537790610225665,7.639401215149526,1.0,0.996131,1.0,0.991851,0.999912,0.986122,0.991689,1.0,0.984465
training_data_26,40.33846680675527,21.459461317219585,7.63088449847642,16.81311732553249,2.7017646084176055,8.928089898777408,13.665557589224946,1.8273125905977385,14.445106785461723,18.789904738552632,9.89271052114882,3.64883046276808,7.956349318746238,1.1904768895121776,4.071628119634392,4.717271021623117,0.8725605887855324,6.052340642202781,1.0,0.996229,1.0,0.991982,0.999945,0.986527,0.992533,1.0,0.985321
training_data_27,41.46444019061435,20.470877426466387,8.206609607512931,16.941695680689495,2.684109936658984,9.192334856883884,13.5521472221606,1.872187869593447,15.022000752661588,20.70321929365851,8.488406881306322,4.712727843928948,7.669275485881071,1.0645290869328128,3.797447590431282,7.377602814669384,0.9775790698739752,7.862725055842377,1.0,0.996649,1.0,0.991793,0.999969,0.985973,0.99132,1.0,0.984094
training_data_28,40.45399556152464,20.228845669576796,7.834845666466851,16.522807760378534,2.5408338588813533,9.117704548573796,13.277822465910818,1.746162164760922,14.525686072576837,20.24653338874476,8.150766926108325,3.751819421074328,7.742087953850762,1.0264061529115753,4.426613405225417,5.732346682332856,0.9137980121743451,7.583181353134432,1.0,0.996662,1.0,0.991785,0.999979,0.985997,0.991756,1.0,0.984523
training_data_29,41.61257901232296,20.239123247592115,7.826998102672948,16.542366550069513,2.643981462988397,9.04264222218215,13.990508734644184,1.855397978420651,15.54691623944565,22.204180278254807,9.63409234186702,3.5942494564505822,8.634244118449914,1.3948232603948298,4.808781092872331,8.107177733610174,0.977215614493661,8.43323151261282,1.0,0.996411,1.0,0.991383,0.999909,0.985317,0.99074,1.0,0.983528
training_data_30,41.916712907722214,20.821046872378453,7.94511849564235,16.297040765664377,2.6268551928104595,9.014679678434197,13.908161508115048,1.8483231866557248,15.279469228683725,21.54211968618391,10.935080984008884,3.496220551140217,6.164216471373975,1.178143300821131,4.6561306082949745,7.487465944085731,0.7167339936549078,5.967316309144943,1.0,0.995721,1.0,0.992136,0.999949,0.986233,0.991814,1.0,0.984606
training_data_31,41.28316106699636,20.542315882428436,8.168592917663794,16.849467230062547,2.616900558836592,9.236777439461866,14.133993116863047,1.8182009121839604,14.665860547448439,20.34888048480526,9.599752497920566,4.770137509037682,9.583664599280391,1.4020423939198927,4.590229760621835,6.8911669153851465,0.8802337919218817,6.482999818760921,1.0,0.996563,1.0,0.991406,0.999908,0.985715,0.991603,1.0,0.984403
training_data_32,40.73734183367219,21.00301555376697,7.968152044393928,17.070929634877274,2.5877357979415097,9.103324444444313,13.578034504712097,1.7789673950944667,14.725728777281047,21.42417078945227,10.374874414206506,3.5868899570364823,8.9871003743213,1.299474298040755,4.9653831571168405,6.477397197501777,0.8963289250828061,7.483184366496148,1.0,0.995994,1.0,0.991405,0.999928,0.985535,0.991408,1.0,0.984185
training_data_33,40.996125035522496,21.36805686751097,8.012828229335538,16.890241910525262,2.5302148713816006,8.838773805466506,13.917805001379278,1.858088419015451,14.768579216900687,22.53963616774208,10.321653941356697,3.946720132529244,8.337685545993109,1.2155523009841243,4.8792126835077765,7.388823997796755,0.7905438810356382,6.950670916028255,1.0,0.996206,1.0,0.991547,0.999944,0.985637,0.991363,1.0,0.984152
training_data_34,40.40621822511198,20.6418556872574,8.11048322214991,16.914170592325778,2.6541867749466435,9.108789523220464,13.839294479763625,1.773440416774007,14.99630427386109,21.057775849603903,8.733859635645421,3.4359389090477803,7.420687673664091,1.1877039276532397,5.199501849673348,5.678893428314768,0.9260998736869782,7.935889761755177,1.0,0.996678,1.0,0.991751,0.999947,0.985787,0.991587,1.0,0.984375
training_data_35,42.18840643566338,20.640495896628604,7.635177608391584,17.170670304094823,2.667209593986507,8.72139729924945,13.655568222615047,1.797513985271074,14.556068240529036,18.559425692655015,9.583901597195934,4.213262089166963,9.291123180558206,1.221488739800753,3.5590268483907255,7.6019835656887835,0.716928468821408,7.257290356989305,1.0,0.996362,1.0,0.991489,0.99994,0.985848,0.991348,1.0,0.984127
training_data_36,42.786721130135454,20.82751808503811,7.823579283807367,17.40866262415628,2.654937120575249,8.911387997353884,14.23592636313514,1.8448395499875934,14.630187625432214,20.861048824188085,12.169482226654647,4.224764626404505,8.729396265637135,1.2235354594426717,4.587315559441298,7.590006133229248,0.9222707362065896,6.2932989400273875,1.0,0.995589,1.0,0.991544,0.99994,0.985767,0.991513,1.0,0.984316
training_data_37,40.033685509990654,21.01220491393105,8.189665825154572,17.28113039206327,2.6370110453004885,9.079174245760791,13.546086530465908,1.806021267462152,15.124129709816023,19.071586305642768,9.93606210510193,4.210580410199855,9.052549571703647,1.2309409447255364,4.802554735657974,6.6442325016609916,0.8598457403494402,8.204321681158062,1.0,0.996187,1.0,0.991366,0.999939,0.98546,0.991182,1.0,0.983955
training_data_38,42.59525488347128,20.553329103599346,8.059056298540968,16.913106166778668,2.713136748652621,8.577170726403757,13.853604934292473,1.844040660760059,14.939577770762819,21.6704121659549,10.727771623016112,3.8791848397937496,8.796493575753791,1.263065645538396,4.67874076948924,6.2448916735366735,0.6850151987167169,7.324217949164193,1.0,0.996036,1.0,0.991535,0.999932,0.98577,0.991589,1.0,0.984378
training_data_39,39.65165570530758,21.298505734240646,8.270935317350602,15.403844161921418,2.673356692400412,8.870225794082986,13.837047147685862,1.8010007766876532,14.968125486120526,19.102203639621848,9.07763584768201,3.2871444478433913,9.153676987358484,1.065200995832816,3.7913384290750245,6.7178579707074695,0.8753355025178623,7.753897448146377,1.0,0.996541,1.0,0.99156,0.999969,0.985905,0.991452,1.0,0.984239
training_data_40,41.23429944056744,20.57386721304605,7.933702725273684,16.90862756530632,2.6983296090773567,8.82739994901153,13.156664291296583,1.7906448583202763,14.62166372056601,18.713759203379755,9.531331367922917,4.55713318177234,6.698253740477522,1.2558735346050236,4.728316797728074,6.1512604457499895,0.9136691938543587,7.588656772208461,1.0,0.996314,1.0,0.991919,0.999934,0.985973,0.991656,1.0,0.984417
training_data_41,40.58480111089106,20.337291768666315,8.010566188934533,16.609264859695624,2.5649832544051216,9.05159653066082,13.370096969483772,1.8671171100347126,14.672991635855494,16.896542586532096,9.163847094706242,4.407324086116151,8.278566093480478,1.0581427041649023,5.079273135993404,6.292752455518085,0.9071097215126653,6.632106934022413,1.0,0.996539,1.0,0.991604,0.999972,0.985756,0.991734,1.0,0.984505
training_data_42,39.53502703338909,19.905278846111234,7.8793912776841335,16.617061920115415,2.646749664070452,8.986429160193133,13.118170820983204,1.8049856211804398,14.511818278042206,20.281158484666282,10.485510805323527,3.9204862941979726,8.74122611521454,1.4186339628907572,4.5863747949858436,6.136504242519724,0.8916267334067637,7.283957987679185,1.0,0.996005,1.0,0.991529,0.999905,0.985753,0.991631,1.0,0.984391
training_data_43,39.35688276361533,20.767056598674213,7.963558954236203,17.237657452748497,2.6771996597689456,9.249430526881186,13.492394652249114,1.8367277174648953,14.359113083332732,19.31496608731726,9.856173409865603,3.4645204934704483,7.167720080715016,1.365089128079387,4.97535945652245,6.718576140819994,0.9096817377935894,6.83805069502508,1.0,0.996221,1.0,0.991799,0.999914,0.985846,0.991635,1.0,0.984409
training_data_44,41.12769470104773,20.149653093106448,7.985031159482248,16.666277862306504,2.6261327662723746,9.060196335170318,14.106007028739576,1.803637522180426,14.840067462468754,21.349899680831843,11.337427125424998,4.658225450389055,7.303020622312524,1.286167917569287,4.08906483240475,7.4707051621116065,0.8346807825398064,6.414494001689565,1.0,0.99584,1.0,0.99194,0.999929,0.986178,0.991693,1.0,0.984492
training_data_45,41.578585483309816,20.348053299090072,8.041688313026297,17.02845231586283,2.663399400693047,9.138978478552763,13.31417050948302,1.8464250416384216,14.58794905855479,17.86853713562603,10.703657232657248,3.750891249820045,7.88080539695935,1.4464404672304392,4.676423761658842,5.4858061890946885,0.8361021246257261,6.490610775636339,1.0,0.996025,1.0,0.991808,0.999899,0.986103,0.992093,1.0,0.984864
training_data_46,41.17382443160648,20.50992843329611,7.698675190471108,16.7968298338083,2.672746311376007,8.75986623401318,13.658553256424488,1.8504274816178563,14.915363270496885,17.606380445881438,12.958643475578521,3.402848820053725,9.00783382207941,1.091272708154013,4.573401566751743,7.580380574768299,0.6865090680600578,8.531850982331779,1.0,0.995358,1.0,0.991322,0.999964,0.985347,0.990856,1.0,0.983631
training_data_47,41.08268170356796,20.300566452702625,8.153291758019558,16.908420462606344,2.691076809415181,9.062380407122687,14.404707890375612,1.9010506102344478,14.913371424238807,17.667043187731903,10.918718938174782,4.704506275860593,8.08017708639589,1.3544125551513948,4.581431998635432,7.202377438343718,0.8594453481706421,8.258458357695737,1.0,0.995902,1.0,0.991601,0.999916,0.985649,0.991114,1.0,0.98392
training_data_48,42.566756318709615,20.023942600976284,8.044074418722968,17.128479523499166,2.710109506025686,9.041718158816964,13.762090311552337,1.7997510124824994,15.028231414459174,21.55911614058857,8.551783685435678,3.5630101591860166,10.29548381394768,1.2661789457054449,4.344751293536426,6.328050997812873,0.8474389656673701,7.2098229767850155,1.0,0.996711,1.0,0.991273,0.999931,0.985659,0.99155,1.0,0.984334
training_data_49,41.07597434254339,20.74554137324227,7.91020268663114,16.46221480059313,2.645681836705421,9.164902172670333,13.495520609322119,1.7474060367290045,14.843765419864804,21.63555785139702,11.222522530015846,3.8490652751240786,7.663632145797103,1.2772611855411913,5.211787477892525,6.492850700863048,0.8484994819102609,6.58235864680873,1.0,0.995672,1.0,0.99172,0.999931,0.9858,0.991718,1.0,0.984493
training_data_50,40.45451376980814,20.122441707696296,7.995529372638391,16.998270618112258,2.714611759669829,8.949464740657525,13.337785889477738,1.851306252619245,14.492000831865466,21.69202052075655,8.830611640208852,4.115665827015927,8.193544352640007,1.4606180680071428,5.179918384682906,6.2993023773122525,0.9473438216686662,7.171565536519652,1.0,0.996749,1.0,0.991553,0.999896,0.985627,0.991561,1.0,0.984328
training_data_51,41.82250761168768,20.926142802297584,8.049845576490204,16.45679450613052,2.601751143626546,8.838774642856091,13.923046356311673,1.824376294405105,15.06874323547383,22.00142703222087,11.695619373786617,4.318185653621883,7.387834874822697,1.4296071286213945,4.997852273855108,7.6494795595655605,0.79498675221416,7.060320627318262,1.0,0.995495,1.0,0.991723,0.999903,0.985704,0.991311,1.0,0.9841
